time_s,lat,lon,alt_m
1771501204.775985,54.7671108,-1.5680058,0.005
1771501204.8761954,54.7671108,-1.5680058,0.005
1771501204.9763868,54.7671108,-1.5680058,0.005
1771501205.0766568,54.7671108,-1.5680058,0.006
1771501205.1768167,54.7671108,-1.5680058,0.006
1771501205.2769842,54.7671108,-1.5680058,0.036
1771501205.3771594,54.7671108,-1.5680058,0.036
1771501205.4774802,54.7671108,-1.5680058,0.036
1771501205.5776508,54.7671108,-1.5680058,0.106
1771501205.6778119,54.7671108,-1.5680058,0.106
1771501205.777977,54.7671108,-1.5680058,0.286
1771501205.878152,54.7671108,-1.5680058,0.286
1771501205.9783454,54.7671108,-1.5680058,0.286
1771501206.0784972,54.7671108,-1.5680058,0.538
1771501206.1787734,54.7671108,-1.5680058,0.538
1771501206.2789376,54.7671108,-1.5680059,0.804
1771501206.3791096,54.7671108,-1.5680059,0.804
1771501206.479245,54.7671108,-1.5680059,0.804
1771501206.579432,54.7671108,-1.5680059,1.078
1771501206.6795933,54.7671108,-1.5680059,1.078
1771501206.7797458,54.7671109,-1.568006,1.332
1771501206.8798892,54.7671109,-1.568006,1.332
1771501206.9800308,54.7671109,-1.568006,1.332
1771501207.0802014,54.7671109,-1.568006,1.55
1771501207.1803818,54.7671109,-1.568006,1.55
1771501207.280516,54.7671109,-1.568006,1.729
1771501207.3806505,54.7671109,-1.568006,1.729
1771501207.480914,54.7671109,-1.568006,1.729
1771501207.5812137,54.7671109,-1.5680061,1.869
1771501207.6814773,54.7671109,-1.5680061,1.869
1771501207.7817543,54.7671109,-1.5680061,1.967
1771501207.8819897,54.7671109,-1.5680061,1.967
1771501207.9822648,54.7671109,-1.5680061,1.967
1771501208.082552,54.7671111,-1.5680061,2.007
1771501208.1827803,54.7671111,-1.5680061,2.007
1771501208.283048,54.767112,-1.5680061,1.993
1771501208.3834395,54.767112,-1.5680061,1.993
1771501208.4838083,54.767112,-1.5680061,1.993
1771501208.584137,54.7671141,-1.5680061,1.96
1771501208.684471,54.7671141,-1.5680061,1.96
1771501208.7847025,54.767117,-1.5680061,1.921
1771501208.8850274,54.767117,-1.5680061,1.921
1771501208.9852924,54.767117,-1.5680061,1.921
1771501209.0855453,54.7671199,-1.5680061,1.886
1771501209.1858017,54.7671199,-1.5680061,1.886
1771501209.286058,54.7671227,-1.5680061,1.858
1771501209.3862877,54.7671227,-1.5680061,1.858
1771501209.4865482,54.7671227,-1.5680061,1.858
1771501209.5867965,54.767125,-1.5680061,1.842
1771501209.6870213,54.767125,-1.5680061,1.842
1771501209.7873561,54.7671269,-1.5680061,1.836
1771501209.8875883,54.7671269,-1.5680061,1.836
1771501209.9878438,54.7671269,-1.5680061,1.836
1771501210.0880985,54.7671282,-1.5680061,1.835
1771501210.1884487,54.7671282,-1.5680061,1.835
1771501210.2886703,54.7671288,-1.5680061,1.834
1771501210.3889053,54.7671288,-1.5680061,1.834
1771501210.4891026,54.7671288,-1.5680061,1.834
1771501210.5898507,54.7671289,-1.568006,1.835
1771501210.690118,54.7671289,-1.568006,1.835
1771501210.7904313,54.7671288,-1.568006,1.834
1771501210.8906698,54.7671288,-1.568006,1.834
1771501210.9911025,54.7671288,-1.568006,1.834
1771501211.0913744,54.7671287,-1.5680059,1.834
1771501211.191592,54.7671287,-1.5680059,1.834
1771501211.2918146,54.7671287,-1.5680059,1.833
1771501211.3920488,54.7671287,-1.5680059,1.833
1771501211.4923809,54.7671287,-1.5680059,1.833
1771501211.592609,54.7671287,-1.5680058,1.833
1771501211.6928537,54.7671287,-1.5680058,1.833
1771501211.7931128,54.7671288,-1.5680058,1.833
1771501211.8933573,54.7671288,-1.5680058,1.833
1771501211.9937658,54.7671288,-1.5680058,1.833
1771501212.0940175,54.7671288,-1.5680058,1.833
1771501212.1942325,54.7671288,-1.5680058,1.833
1771501212.294566,54.767129,-1.5680058,1.833
1771501212.3948221,54.767129,-1.5680058,1.833
1771501212.495088,54.767129,-1.5680058,1.833
1771501212.5953255,54.7671292,-1.5680058,1.833
1771501212.6955383,54.7671292,-1.5680058,1.833
1771501212.795762,54.7671294,-1.5680058,1.833
1771501212.8959768,54.7671294,-1.5680058,1.833
1771501212.9963331,54.7671297,-1.5680059,1.833
1771501213.0965543,54.7671297,-1.5680059,1.833
1771501213.1967976,54.7671297,-1.5680059,1.833
1771501213.2970297,54.7671299,-1.568006,1.833
1771501213.3972902,54.7671299,-1.568006,1.833
1771501213.4975283,54.76713,-1.568006,1.833
1771501213.5977726,54.76713,-1.568006,1.833
1771501213.697994,54.76713,-1.568006,1.833
1771501213.7982213,54.7671302,-1.5680061,1.833
1771501213.8984263,54.7671302,-1.5680061,1.833
1771501213.9987376,54.7671303,-1.5680061,1.833
1771501214.0989764,54.7671303,-1.5680061,1.833
1771501214.1992342,54.7671303,-1.5680061,1.833
1771501214.299574,54.7671304,-1.5680062,1.833
1771501214.3999104,54.7671304,-1.5680062,1.833
1771501214.5001419,54.7671305,-1.5680062,1.833
1771501214.6006732,54.7671305,-1.5680062,1.833
1771501214.7009394,54.7671305,-1.5680062,1.833
1771501214.8011901,54.7671306,-1.5680062,1.833
1771501214.9015284,54.7671306,-1.5680062,1.833
1771501215.001778,54.7671306,-1.5680062,1.833
1771501215.1020324,54.7671306,-1.5680062,1.833
1771501215.2023118,54.7671306,-1.5680062,1.833
1771501215.3025403,54.7671306,-1.5680063,1.833
1771501215.4027534,54.7671306,-1.5680063,1.833
1771501215.5029848,54.7671306,-1.5680063,1.833
1771501215.6032145,54.7671306,-1.5680063,1.833
1771501215.7034864,54.7671306,-1.5680063,1.833
1771501215.8037627,54.7671306,-1.5680063,1.834
1771501215.904023,54.7671306,-1.5680063,1.834
1771501216.0042653,54.7671307,-1.5680062,1.834
1771501216.1046271,54.7671307,-1.5680062,1.834
1771501216.2048817,54.7671307,-1.5680062,1.834
1771501216.3051894,54.7671307,-1.5680062,1.834
1771501216.4054515,54.7671307,-1.5680062,1.834
1771501216.5056956,54.7671307,-1.5680061,1.834
1771501216.6059096,54.7671307,-1.5680061,1.834
1771501216.70617,54.7671307,-1.5680061,1.834
1771501216.806429,54.7671307,-1.5680061,1.835
1771501216.9066641,54.7671307,-1.5680061,1.835
1771501217.0069149,54.7671307,-1.568006,1.835
1771501217.107123,54.7671307,-1.568006,1.835
1771501217.207392,54.7671307,-1.568006,1.835
1771501217.3076313,54.7671307,-1.5680059,1.835
1771501217.4078927,54.7671307,-1.5680059,1.835
1771501217.5081072,54.7671307,-1.5680056,1.834
1771501217.60833,54.7671307,-1.5680056,1.834
1771501217.7085352,54.7671307,-1.5680056,1.834
1771501217.8087795,54.7671307,-1.5680038,1.833
1771501217.9090033,54.7671307,-1.5680038,1.833
1771501218.0092409,54.7671306,-1.5680001,1.832
1771501218.1095347,54.7671306,-1.5680001,1.832
1771501218.209758,54.7671306,-1.5680001,1.832
1771501218.3099918,54.7671305,-1.5679953,1.832
1771501218.4102674,54.7671305,-1.5679953,1.832
1771501218.5105846,54.7671304,-1.5679904,1.831
1771501218.610925,54.7671304,-1.5679904,1.831
1771501218.7111683,54.7671304,-1.5679904,1.831
1771501218.8114855,54.7671303,-1.5679858,1.83
1771501218.9117668,54.7671303,-1.5679858,1.83
1771501219.0120313,54.7671302,-1.567982,1.83
1771501219.112279,54.7671302,-1.567982,1.83
1771501219.2125628,54.7671302,-1.567982,1.83
1771501219.3128698,54.7671301,-1.567979,1.829
1771501219.4131699,54.7671301,-1.567979,1.829
1771501219.5134811,54.76713,-1.5679769,1.829
1771501219.613752,54.76713,-1.5679769,1.829
1771501219.7139938,54.76713,-1.5679769,1.829
1771501219.814273,54.76713,-1.5679759,1.829
1771501219.9146008,54.76713,-1.5679759,1.829
1771501220.0148387,54.76713,-1.5679758,1.83
1771501220.1150723,54.76713,-1.5679758,1.83
1771501220.2153153,54.76713,-1.5679758,1.83
1771501220.3155696,54.76713,-1.5679758,1.83
1771501220.4157312,54.76713,-1.5679758,1.83
1771501220.5159552,54.7671299,-1.5679761,1.83
1771501220.6161416,54.7671299,-1.5679761,1.83
1771501220.7163215,54.7671299,-1.5679761,1.83
1771501220.8164654,54.7671299,-1.5679762,1.83
1771501220.916606,54.7671299,-1.5679762,1.83
1771501221.0167713,54.7671299,-1.5679763,1.83
1771501221.1169534,54.7671299,-1.5679763,1.83
1771501221.217235,54.7671299,-1.5679763,1.83
1771501221.3174195,54.7671299,-1.5679762,1.83
1771501221.4175587,54.7671299,-1.5679762,1.83
1771501221.517701,54.7671298,-1.5679761,1.83
1771501221.6178765,54.7671298,-1.5679761,1.83
1771501221.7180395,54.7671298,-1.5679761,1.83
1771501221.8181872,54.7671298,-1.5679758,1.83
1771501221.918388,54.7671298,-1.5679758,1.83
1771501222.0185413,54.7671298,-1.5679754,1.83
1771501222.1187072,54.7671298,-1.5679754,1.83
1771501222.2188866,54.7671298,-1.5679754,1.83
1771501222.3190715,54.7671299,-1.567975,1.83
1771501222.4192097,54.7671299,-1.567975,1.83
1771501222.5193777,54.7671299,-1.5679747,1.83
1771501222.619553,54.7671299,-1.5679747,1.83
1771501222.7197895,54.7671299,-1.5679747,1.83
1771501222.8199983,54.7671299,-1.5679743,1.83
1771501222.9201844,54.7671299,-1.5679743,1.83
1771501223.0203772,54.7671299,-1.567974,1.83
1771501223.12058,54.7671299,-1.567974,1.83
1771501223.220754,54.7671299,-1.567974,1.83
1771501223.320936,54.7671299,-1.5679737,1.83
1771501223.4211228,54.7671299,-1.5679737,1.83
1771501223.5213873,54.7671299,-1.5679735,1.83
1771501223.6215112,54.7671299,-1.5679735,1.83
1771501223.7218072,54.7671299,-1.5679735,1.83
1771501223.82202,54.7671299,-1.5679733,1.83
1771501223.9221978,54.7671299,-1.5679733,1.83
1771501224.0224404,54.7671299,-1.5679732,1.83
1771501224.1226254,54.7671299,-1.5679732,1.83
1771501224.222875,54.7671299,-1.5679732,1.83
1771501224.3230436,54.7671299,-1.5679731,1.83
1771501224.4232059,54.7671299,-1.5679731,1.83
1771501224.5233815,54.7671299,-1.567973,1.83
1771501224.6236188,54.7671299,-1.567973,1.83
1771501224.723885,54.7671299,-1.567973,1.83
1771501224.8241582,54.7671299,-1.567973,1.83
1771501224.9244864,54.7671299,-1.567973,1.83
1771501225.0247233,54.7671299,-1.567973,1.83
1771501225.124965,54.7671299,-1.567973,1.83
1771501225.2253342,54.7671299,-1.567973,1.83
1771501225.3255754,54.7671299,-1.5679729,1.83
1771501225.4258509,54.7671299,-1.5679729,1.83
1771501225.526116,54.7671299,-1.5679729,1.83
1771501225.6263444,54.7671299,-1.5679729,1.83
1771501225.7266665,54.7671299,-1.5679729,1.83
1771501225.8269193,54.7671299,-1.5679729,1.83
1771501225.9271688,54.7671299,-1.5679729,1.83
1771501226.0274074,54.7671299,-1.5679729,1.83
1771501226.1276298,54.7671299,-1.5679729,1.83
1771501226.2278836,54.7671299,-1.5679729,1.83
1771501226.3282087,54.7671299,-1.5679729,1.83
1771501226.4285243,54.7671299,-1.5679729,1.83
1771501226.5288777,54.7671298,-1.5679729,1.83
1771501226.6291153,54.7671298,-1.5679729,1.83
1771501226.7294617,54.7671298,-1.5679729,1.83
1771501226.8298085,54.7671298,-1.5679728,1.83
1771501226.9300637,54.7671298,-1.5679728,1.83
1771501227.0303133,54.7671296,-1.5679728,1.83
1771501227.1305795,54.7671296,-1.5679728,1.83
1771501227.2308273,54.7671296,-1.5679728,1.83
1771501227.3310547,54.7671287,-1.5679728,1.83
1771501227.4312806,54.7671287,-1.5679728,1.83
1771501227.5315108,54.7671265,-1.5679729,1.831
1771501227.6322691,54.7671265,-1.5679729,1.831
1771501227.7325327,54.7671265,-1.5679729,1.831
1771501227.8327785,54.7671236,-1.5679731,1.832
1771501227.9330268,54.7671236,-1.5679731,1.832
1771501228.0333521,54.7671205,-1.5679733,1.833
1771501228.1335967,54.7671205,-1.5679733,1.833
1771501228.2340038,54.7671205,-1.5679733,1.833
1771501228.334331,54.7671177,-1.5679734,1.833
1771501228.4345767,54.7671177,-1.5679734,1.833
1771501228.5348363,54.7671152,-1.5679736,1.832
1771501228.6350682,54.7671152,-1.5679736,1.832
1771501228.7354293,54.7671152,-1.5679736,1.832
1771501228.835645,54.7671133,-1.5679737,1.831
1771501228.9358504,54.7671133,-1.5679737,1.831
1771501229.0361497,54.7671118,-1.5679738,1.831
1771501229.1364734,54.7671118,-1.5679738,1.831
1771501229.2367277,54.7671118,-1.5679738,1.831
1771501229.3370652,54.7671112,-1.5679739,1.831
1771501229.4373472,54.7671112,-1.5679739,1.831
1771501229.537595,54.767111,-1.5679739,1.831
1771501229.637861,54.767111,-1.5679739,1.831
1771501229.738123,54.767111,-1.5679739,1.831
1771501229.8383694,54.7671111,-1.567974,1.831
1771501229.9385767,54.7671111,-1.567974,1.831
1771501230.0387936,54.7671112,-1.567974,1.831
1771501230.1414464,54.7671112,-1.567974,1.831
1771501230.2416828,54.7671112,-1.567974,1.831
1771501230.341967,54.7671112,-1.5679741,1.831
1771501230.4422307,54.7671112,-1.5679741,1.831
1771501230.5424397,54.7671113,-1.5679741,1.831
1771501230.6426733,54.7671113,-1.5679741,1.831
1771501230.7429168,54.7671113,-1.5679741,1.831
1771501230.843155,54.7671112,-1.5679742,1.831
1771501230.9433846,54.7671112,-1.5679742,1.831
1771501231.0436077,54.7671111,-1.5679742,1.831
1771501231.1438663,54.7671111,-1.5679742,1.831
1771501231.2441034,54.7671111,-1.5679742,1.831
1771501231.3443763,54.767111,-1.5679742,1.831
1771501231.4446056,54.767111,-1.5679742,1.831
1771501231.544866,54.7671107,-1.5679742,1.832
1771501231.645107,54.7671107,-1.5679742,1.832
1771501231.7453032,54.7671107,-1.5679742,1.832
1771501231.84554,54.7671105,-1.5679742,1.832
1771501231.9457562,54.7671105,-1.5679742,1.832
1771501232.045999,54.7671103,-1.5679742,1.832
1771501232.1462445,54.7671103,-1.5679742,1.832
1771501232.2464511,54.7671101,-1.5679742,1.832
1771501232.3466582,54.7671101,-1.5679742,1.832
1771501232.446875,54.7671101,-1.5679742,1.832
1771501232.5471056,54.7671099,-1.5679742,1.832
1771501232.6473439,54.7671099,-1.5679742,1.832
1771501232.7475483,54.7671097,-1.5679742,1.832
1771501232.8478389,54.7671097,-1.5679742,1.832
1771501232.948117,54.7671097,-1.5679742,1.832
1771501233.048332,54.7671096,-1.5679742,1.832
1771501233.1485474,54.7671096,-1.5679742,1.832
1771501233.248761,54.7671096,-1.5679742,1.832
1771501233.349002,54.7671095,-1.5679742,1.832
1771501233.4492295,54.7671095,-1.5679742,1.832
1771501233.5494242,54.7671094,-1.5679742,1.832
1771501233.6496952,54.7671094,-1.5679742,1.832
1771501233.7501159,54.7671094,-1.5679742,1.832
1771501233.8503573,54.7671094,-1.5679742,1.832
1771501233.9505863,54.7671094,-1.5679742,1.832
1771501234.0508113,54.7671093,-1.5679742,1.832
1771501234.151056,54.7671093,-1.5679742,1.832
1771501234.2512972,54.7671093,-1.5679742,1.831
1771501234.3515513,54.7671093,-1.5679742,1.831
1771501234.451787,54.7671093,-1.5679742,1.831
1771501234.5521286,54.7671093,-1.5679742,1.831
1771501234.6524792,54.7671093,-1.5679742,1.831
1771501234.752714,54.7671093,-1.5679742,1.831
1771501234.8531423,54.7671093,-1.5679742,1.831
1771501234.953435,54.7671093,-1.5679742,1.831
1771501235.0536485,54.7671093,-1.5679742,1.831
1771501235.1538923,54.7671093,-1.5679742,1.831
1771501235.2541406,54.7671093,-1.5679742,1.831
1771501235.3544548,54.7671093,-1.5679742,1.831
1771501235.454719,54.7671093,-1.5679742,1.831
1771501235.554947,54.7671093,-1.5679742,1.831
1771501235.6551425,54.7671093,-1.5679742,1.831
1771501235.7553895,54.7671093,-1.5679742,1.831
1771501235.8556592,54.7671093,-1.5679742,1.831
1771501235.9559326,54.7671093,-1.5679742,1.831
1771501236.0562458,54.7671093,-1.5679742,1.831
1771501236.1564233,54.7671093,-1.5679742,1.831
1771501236.2567127,54.7671092,-1.5679743,1.831
1771501236.3569598,54.7671092,-1.5679743,1.831
1771501236.4571967,54.7671092,-1.5679743,1.831
1771501236.5575166,54.7671092,-1.5679746,1.831
1771501236.6577585,54.7671092,-1.5679746,1.831
1771501236.7579987,54.7671092,-1.5679761,1.83
1771501236.8583035,54.7671092,-1.5679761,1.83
1771501236.9585671,54.7671092,-1.5679761,1.83
1771501237.0588343,54.7671093,-1.5679798,1.83
1771501237.161684,54.7671093,-1.5679798,1.83
1771501237.262017,54.7671094,-1.5679845,1.831
1771501237.36229,54.7671094,-1.5679845,1.831
1771501237.462534,54.7671094,-1.5679845,1.831
1771501237.5627844,54.7671095,-1.5679894,1.83
1771501237.6631181,54.7671095,-1.5679894,1.83
1771501237.76338,54.7671096,-1.567994,1.83
1771501237.8636584,54.7671096,-1.567994,1.83
1771501237.9639914,54.7671096,-1.567994,1.83
1771501238.064244,54.7671098,-1.5679979,1.829
1771501238.1645598,54.7671098,-1.5679979,1.829
1771501238.2647643,54.7671098,-1.568001,1.829
1771501238.3649824,54.7671098,-1.568001,1.829
1771501238.4739864,54.7671098,-1.568001,1.829
1771501238.5742671,54.7671099,-1.5680032,1.829
1771501238.6745555,54.7671099,-1.5680032,1.829
1771501238.7748103,54.76711,-1.5680042,1.829
1771501238.8750334,54.76711,-1.5680042,1.829
1771501238.9752638,54.76711,-1.5680042,1.829
1771501239.0755262,54.76711,-1.5680044,1.829
1771501239.1757784,54.76711,-1.5680044,1.829
1771501239.2759879,54.76711,-1.5680044,1.829
1771501239.3762321,54.76711,-1.5680044,1.829
1771501239.4765258,54.76711,-1.5680044,1.829
1771501239.5767899,54.7671101,-1.5680041,1.829
1771501239.677042,54.7671101,-1.5680041,1.829
1771501239.77728,54.7671101,-1.568004,1.829
1771501239.8775105,54.7671101,-1.568004,1.829
1771501239.977746,54.7671101,-1.568004,1.829
1771501240.077982,54.7671101,-1.5680039,1.829
1771501240.1781979,54.7671101,-1.5680039,1.829
1771501240.2784178,54.7671101,-1.568004,1.829
1771501240.3787525,54.7671101,-1.568004,1.829
1771501240.4797735,54.7671101,-1.568004,1.829
1771501240.580014,54.7671101,-1.5680041,1.829
1771501240.6802433,54.7671101,-1.5680041,1.829
1771501240.7804644,54.7671102,-1.5680043,1.829
1771501240.8806956,54.7671102,-1.5680043,1.829
1771501240.9810216,54.7671102,-1.5680043,1.829
1771501241.081264,54.7671102,-1.5680047,1.829
1771501241.1814997,54.7671102,-1.5680047,1.829
1771501241.2817218,54.7671102,-1.5680051,1.829
1771501241.382036,54.7671102,-1.5680051,1.829
1771501241.482381,54.7671102,-1.5680051,1.829
1771501241.5825536,54.7671102,-1.5680054,1.829
1771501241.6828017,54.7671102,-1.5680054,1.829
1771501241.7830577,54.7671102,-1.5680058,1.829
1771501241.8834498,54.7671102,-1.5680058,1.829
1771501241.9837976,54.7671102,-1.5680058,1.829
1771501242.0840309,54.7671102,-1.5680061,1.829
1771501242.1843603,54.7671102,-1.5680061,1.829
1771501242.2846758,54.7671102,-1.5680064,1.829
1771501242.385017,54.7671102,-1.5680064,1.829
1771501242.4852593,54.7671102,-1.5680064,1.829
1771501242.585534,54.7671102,-1.5680066,1.829
1771501242.6857846,54.7671102,-1.5680066,1.829
1771501242.7860312,54.7671102,-1.5680067,1.829
1771501242.886261,54.7671102,-1.5680067,1.829
1771501242.9864874,54.7671102,-1.5680067,1.829
1771501243.0868058,54.7671102,-1.5680069,1.829
1771501243.1870425,54.7671102,-1.5680069,1.829
1771501243.287281,54.7671102,-1.568007,1.829
1771501243.3875074,54.7671102,-1.568007,1.829
1771501243.487731,54.7671102,-1.568007,1.829
1771501243.5879512,54.7671102,-1.568007,1.829
1771501243.6881878,54.7671102,-1.568007,1.829
1771501243.7884455,54.7671102,-1.5680071,1.829
1771501243.8886678,54.7671102,-1.5680071,1.829
1771501243.988899,54.7671102,-1.5680071,1.829
1771501244.0891347,54.7671102,-1.5680071,1.829
1771501244.1893873,54.7671102,-1.5680071,1.829
1771501244.2896528,54.7671102,-1.5680071,1.829
1771501244.3899753,54.7671102,-1.5680071,1.829
1771501244.4902296,54.7671102,-1.5680071,1.829
1771501244.5904834,54.7671102,-1.5680071,1.829
1771501244.6907277,54.7671102,-1.5680071,1.829
1771501244.7912738,54.7671102,-1.5680071,1.829
1771501244.891513,54.7671102,-1.5680071,1.829
1771501244.9917624,54.7671102,-1.5680071,1.829
1771501245.0920162,54.7671102,-1.5680071,1.83
1771501245.1922526,54.7671102,-1.5680071,1.83
1771501245.2924323,54.7671102,-1.5680071,1.83
1771501245.392646,54.7671102,-1.5680071,1.83
1771501245.4928892,54.7671102,-1.5680071,1.83
1771501245.5931466,54.7671102,-1.5680072,1.83
1771501245.6934066,54.7671102,-1.5680072,1.83
1771501245.7936454,54.7671102,-1.5680072,1.83
1771501245.8938868,54.7671102,-1.5680072,1.83
1771501245.9941616,54.7671102,-1.5680072,1.83
1771501246.094396,54.7671103,-1.5680072,1.807
1771501246.194614,54.7671103,-1.5680072,1.807
1771501246.2948472,54.7671103,-1.5680073,1.729
1771501246.3951697,54.7671103,-1.5680073,1.729
1771501246.4954026,54.7671103,-1.5680073,1.729
1771501246.59571,54.7671103,-1.5680073,1.615
1771501246.6959724,54.7671103,-1.5680073,1.615
1771501246.7962766,54.7671103,-1.5680073,1.488
1771501246.896515,54.7671103,-1.5680073,1.488
1771501246.9968493,54.7671103,-1.5680073,1.488
1771501247.0971239,54.7671103,-1.5680073,1.357
1771501247.197382,54.7671103,-1.5680073,1.357
1771501247.297594,54.7671104,-1.5680073,1.227
1771501247.3978188,54.7671104,-1.5680073,1.227
1771501247.4980373,54.7671104,-1.5680073,1.098
1771501247.5982761,54.7671104,-1.5680073,1.098
1771501247.6985195,54.7671104,-1.5680073,1.098
1771501247.798743,54.7671104,-1.5680073,0.972
1771501247.8989925,54.7671104,-1.5680073,0.972
1771501247.999244,54.7671104,-1.5680073,0.972
1771501248.0997033,54.7671104,-1.5680073,0.847
1771501248.1999707,54.7671104,-1.5680073,0.847
1771501248.3002234,54.7671105,-1.5680073,0.722
1771501248.4004798,54.7671105,-1.5680073,0.722
1771501248.5007973,54.7671105,-1.5680074,0.597
1771501248.6010706,54.7671105,-1.5680074,0.597
1771501248.7014275,54.7671105,-1.5680074,0.597
1771501248.801753,54.7671105,-1.5680074,0.473
1771501248.9020154,54.7671105,-1.5680074,0.473
1771501249.00225,54.7671105,-1.5680074,0.349
1771501249.1024377,54.7671105,-1.5680074,0.349
1771501249.202663,54.7671105,-1.5680074,0.349
1771501249.3029096,54.7671105,-1.5680074,0.225
1771501249.4033244,54.7671105,-1.5680074,0.225
1771501249.50368,54.7671105,-1.5680074,0.1
1771501249.6039617,54.7671105,-1.5680074,0.1
1771501249.7043223,54.7671105,-1.5680074,0.1
1771501249.8045802,54.7671105,-1.5680074,-0.019
1771501249.9049435,54.7671105,-1.5680074,-0.019
1771501250.0051818,54.7671105,-1.5680074,0.0
1771501250.1055088,54.7671105,-1.5680074,0.0
1771501250.2057676,54.7671105,-1.5680074,0.0
1771501250.3060453,54.7671105,-1.5680074,0.01
1771501250.406329,54.7671105,-1.5680074,0.01
1771501250.5065763,54.7671106,-1.5680075,0.006
1771501250.606847,54.7671106,-1.5680075,0.006
1771501250.7070713,54.7671106,-1.5680075,0.006
1771501250.8073237,54.7671106,-1.5680075,0.007
1771501250.9076474,54.7671106,-1.5680075,0.007
1771501251.0079007,54.7671106,-1.5680075,0.008
1771501251.1081269,54.7671106,-1.5680075,0.008
